USER,TWEET,posted_at,device_type,location_coordinates
U000463,T0003153,2022-08-28 04:35:07,iPhone,"64.222239,49.370893"
U000678,T0003154,2024-03-03 05:12:56,Windows,
U000879,T0003155,2025-06-24 00:37:18,Windows,
U000885,T0003156,2025-10-10 18:19:21,Mac,
U000652,T0003157,2024-11-04 08:57:07,,"-81.1380835,112.397396"
U000153,T0003158,2023-02-24 12:13:24,Web,"5.3789155,59.643731"
U000546,T0003159,2024-07-26 06:26:16,iPad,"-67.0758505,150.900954"
U000861,T0003160,2022-09-26 15:11:49,Web,"-23.3684825,121.715104"
U000039,T0003161,2023-01-16 06:23:16,Android,"-70.741362,175.791813"
U000716,T0003162,2021-12-30 22:54:40,Android,"2.496741,124.804099"
U000754,T0003163,2025-02-25 07:03:45,iPad,
U000680,T0003164,2023-01-24 21:22:49,,"-66.601058,70.693467"
U000523,T0003165,2024-12-25 02:49:24,,
U000649,T0003166,2022-06-23 11:07:15,Windows,"-72.9236355,127.306770"
U000196,T0003167,2022-02-28 08:13:59,iPhone,"29.840633,-132.076769"
U000183,T0003168,2024-01-14 22:12:47,,
U000443,T0003169,2024-11-03 11:50:18,Windows,
U000085,T0003170,2024-04-17 14:58:51,Android,"47.056442,-52.140558"
U000752,T0003171,2024-09-01 20:27:55,,
U000895,T0003172,2021-12-15 13:41:15,Windows,"85.6557005,-27.249347"
U000974,T0003173,2024-02-18 15:52:35,iPhone,"69.8158965,88.954149"
U000021,T0003174,2024-04-17 11:29:35,iPhone,"19.6222415,-89.566975"
U000761,T0003175,2022-12-10 17:41:47,Windows,"-49.2245185,-160.609420"
U000489,T0003176,2025-07-08 23:47:39,iPad,
U000794,T0003177,2025-06-02 02:16:52,Android,"-82.4806915,117.425945"
U000836,T0003178,2022-07-12 21:28:48,Windows,
U000720,T0003179,2023-09-12 14:48:01,iPad,
U000349,T0003180,2025-01-25 08:32:47,Mac,"3.567235,-177.107968"
U000348,T0003181,2024-06-10 04:39:00,,"69.1964615,58.040826"
U000045,T0003182,2023-12-19 20:48:56,,
U000360,T0003183,2025-10-29 21:13:11,Web,"32.650237,18.411926"
U000320,T0003184,2023-09-29 10:22:11,Mac,"-68.811393,130.573720"
U000070,T0003185,2024-07-04 16:14:33,,
U000381,T0003186,2023-07-10 02:12:40,,
U000976,T0003187,2025-02-03 01:36:27,,
U000781,T0003188,2025-10-11 18:20:39,iPhone,"60.833652,26.674351"
U000626,T0003189,2024-03-26 01:27:35,Android,
U000625,T0003190,2025-06-09 09:52:53,,
U000461,T0003191,2023-12-28 16:36:14,Mac,"57.778530,-60.901113"
U000998,T0003192,2022-06-19 18:40:26,,
U000381,T0003193,2022-03-08 14:01:27,,"87.3114475,-84.701179"
U000042,T0003194,2025-02-09 04:17:21,iPad,
U000756,T0003195,2024-02-28 12:05:39,Web,"1.622777,157.945204"
U000963,T0003196,2024-12-26 19:36:09,Android,"68.4206225,-73.710612"
U000054,T0003197,2022-05-23 03:29:22,Android,"31.828582,-57.694354"
U000929,T0003198,2025-05-29 07:39:28,,"-36.6429155,50.046118"
U000508,T0003199,2023-04-02 21:01:37,iPad,
U000406,T0003200,2022-04-18 03:41:33,Web,"-73.457901,-44.377826"
U000333,T0003201,2022-03-18 00:53:27,Web,
U000506,T0003202,2022-07-24 03:38:54,Mac,"0.592895,58.945814"
U000531,T0003203,2024-03-09 06:17:52,,
U000781,T0003204,2022-11-16 10:27:42,iPhone,
U000877,T0003205,2022-08-03 00:07:44,,
U000822,T0003206,2024-09-16 20:04:01,Mac,
U000929,T0003207,2024-04-30 06:12:23,,"-56.832170,100.407151"
U000591,T0003208,2024-04-13 23:07:57,iPad,"13.9546105,40.484921"
U000816,T0003209,2024-11-03 03:56:33,iPad,
U000511,T0003210,2024-05-14 04:35:27,Web,
U000050,T0003211,2024-05-22 11:23:08,Mac,
U000914,T0003212,2023-06-13 06:22:59,Windows,
U000145,T0003213,2022-09-18 07:42:28,,
U000861,T0003214,2024-01-02 06:05:05,Android,
U000800,T0003215,2025-01-11 03:57:40,iPhone,
U000764,T0003216,2023-11-07 03:52:49,Mac,"45.190396,-119.904359"
U000423,T0003217,2025-06-22 18:21:15,Web,"-28.9023095,-10.647844"
U000725,T0003218,2025-04-27 13:50:24,Web,
U000411,T0003219,2022-12-23 14:45:13,Mac,"46.0174455,78.929961"
U000197,T0003220,2022-12-04 04:43:48,iPad,"-62.257619,139.198644"
U000898,T0003221,2023-07-09 11:25:36,iPhone,"68.9514025,-19.989810"
U000555,T0003222,2022-06-12 19:41:29,iPad,
U000312,T0003223,2025-07-21 20:55:42,Android,"49.489882,-143.467656"
U000686,T0003224,2022-01-04 01:57:54,iPad,"-49.872369,-178.758553"
U000660,T0003225,2024-07-19 12:08:51,Mac,
U000449,T0003226,2022-10-15 17:50:19,Windows,
U000402,T0003227,2023-02-21 12:48:46,iPhone,"-10.732812,109.480939"
U000262,T0003228,2023-12-07 11:19:02,,
U000955,T0003229,2021-12-20 18:57:16,Windows,
U000351,T0003230,2023-07-20 12:55:46,,
U000974,T0003231,2025-06-07 20:26:45,Web,
U000983,T0003232,2024-12-29 22:20:13,,"76.6677265,-139.822007"
U000413,T0003233,2022-10-22 18:51:10,Mac,"-85.5137195,-49.183323"
U000091,T0003234,2025-02-23 12:01:48,,"-8.2432755,109.684199"
U000325,T0003235,2025-03-02 21:37:58,Mac,
U000723,T0003236,2022-08-27 01:28:47,Windows,
U000566,T0003237,2025-01-29 23:20:00,,"13.2589735,27.919932"
U000338,T0003238,2024-11-02 16:06:49,Windows,"-43.227452,50.823366"
U000308,T0003239,2024-03-20 17:46:57,Windows,
U000903,T0003240,2025-06-11 06:39:12,iPad,
U000204,T0003241,2022-04-21 16:32:14,iPad,"58.5986325,-15.882100"
U000618,T0003242,2022-03-06 16:47:08,Mac,
U000622,T0003243,2023-04-02 01:24:42,iPhone,
U000813,T0003244,2023-07-29 19:54:09,Android,
U000914,T0003245,2024-09-23 12:26:00,iPhone,
U000023,T0003246,2023-01-22 00:36:57,iPad,"-1.453185,-142.526375"
U000107,T0003247,2024-03-09 02:32:50,Web,"53.596484,-84.017201"
U000529,T0003248,2023-05-02 06:24:49,,
U000934,T0003249,2025-10-28 21:16:57,,"41.3903565,152.615738"
U000618,T0003250,2025-05-06 09:40:54,Windows,
U000090,T0003251,2024-03-11 09:55:27,Android,"-57.933504,62.203526"
U000111,T0003252,2022-04-26 18:24:02,iPad,"78.6404805,-88.653602"
U000149,T0003253,2022-04-15 04:14:43,iPhone,
U000228,T0003254,2025-02-20 07:05:57,Android,
U000365,T0003255,2023-07-21 18:31:53,iPhone,"-87.675613,177.834029"
U000454,T0003256,2022-01-27 12:37:47,iPad,
U000001,T0003257,2024-04-03 07:07:35,,
U000327,T0003258,2024-07-15 16:01:49,Windows,"88.217669,-94.470406"
U000731,T0003259,2022-05-16 12:39:05,,
U000214,T0003260,2022-05-14 07:04:01,iPad,
U000260,T0003261,2023-07-06 09:14:26,iPhone,"44.023161,61.290389"
U000096,T0003262,2022-01-05 15:12:09,Windows,
U000448,T0003263,2025-03-25 11:12:10,iPhone,"40.7114215,-115.909420"
U000788,T0003264,2023-02-15 13:55:18,Windows,
U000669,T0003265,2022-09-03 02:43:58,,"-76.539699,131.781566"
U000713,T0003266,2024-06-13 18:20:15,Web,"-18.9088525,-152.866541"
U000062,T0003267,2025-02-18 21:26:31,iPhone,
U000031,T0003268,2025-07-06 01:47:05,,"-46.7917935,50.646451"
U000610,T0003269,2025-03-27 07:18:44,,"69.297520,99.688328"
U000336,T0003270,2025-09-16 16:09:00,Mac,"-49.2307235,173.210847"
U000694,T0003271,2022-02-21 11:01:10,Mac,"77.160956,89.364735"
U000130,T0003272,2022-10-10 07:55:36,Android,"51.8377195,62.531036"
U000486,T0003273,2024-07-10 07:29:34,,
U000305,T0003274,2025-08-08 11:45:43,iPad,"-2.7499375,-11.498287"
U000118,T0003275,2023-09-25 23:59:19,iPad,
U000799,T0003276,2025-07-29 11:24:51,,"10.6867895,176.321431"
U000839,T0003277,2024-04-04 00:56:26,Windows,"61.078467,-71.365183"
U000186,T0003278,2025-04-23 10:36:18,Windows,
U000184,T0003279,2024-06-30 03:00:34,Web,
U000015,T0003280,2025-10-22 07:01:39,Web,"-68.636163,48.611027"
U000775,T0003281,2025-03-15 08:12:01,Mac,
U000636,T0003282,2023-06-07 15:42:39,Android,
U000962,T0003283,2024-09-01 15:18:58,,"-4.7115725,-135.216758"
U000269,T0003284,2024-08-27 03:51:54,Web,
U000887,T0003285,2023-12-14 16:11:03,Mac,"69.785490,-85.577781"
U000625,T0003286,2023-06-01 14:48:12,Windows,
U000395,T0003287,2021-12-20 03:31:36,Mac,
U000280,T0003288,2021-12-25 23:00:29,Mac,"-80.556606,149.282143"
U000151,T0003289,2024-12-16 21:27:45,Mac,
U000362,T0003290,2024-09-18 19:38:58,Mac,
U000665,T0003291,2023-05-14 20:59:37,Android,
U000635,T0003292,2023-03-28 12:39:47,iPad,"62.4156895,-165.197235"
U000326,T0003293,2025-09-17 03:42:55,Android,
U000840,T0003294,2024-05-20 01:23:27,iPhone,
U000538,T0003295,2024-09-06 12:50:16,Windows,"27.7317425,116.729619"
U000981,T0003296,2023-05-26 12:07:26,Mac,
U000411,T0003297,2024-08-19 17:48:18,,"31.7505135,-142.838659"
U000673,T0003298,2024-08-25 11:55:31,,
U000477,T0003299,2025-06-08 17:15:42,,
U000199,T0003300,2024-02-27 20:46:00,Mac,
U000126,T0003301,2022-05-31 09:59:13,iPad,
U000217,T0003302,2024-02-23 05:13:59,iPad,"-48.4651005,-63.272131"
U000541,T0003303,2025-01-06 00:10:33,,
U000928,T0003304,2025-04-27 14:26:42,,"-34.648577,-35.947920"
U000436,T0003305,2022-09-13 13:39:37,Windows,
U000765,T0003306,2022-01-27 13:14:19,iPad,"-46.324965,85.125126"
U000741,T0003307,2023-09-13 23:03:54,Windows,
U000403,T0003308,2024-02-10 11:05:58,,"-8.2553105,-45.968910"
U000185,T0003309,2024-12-16 08:15:28,Mac,"-22.755351,-24.930852"
U000129,T0003310,2025-01-30 19:48:23,iPad,"-59.8684065,-84.828717"
U000566,T0003311,2024-03-30 14:17:13,iPhone,"-72.6269805,17.242685"
U000402,T0003312,2025-05-10 02:24:30,iPhone,"17.6446775,-142.367545"
U000585,T0003313,2022-06-30 03:28:37,Mac,
U000380,T0003314,2023-10-07 23:10:09,Android,"61.909698,-10.770054"
U000612,T0003315,2022-06-27 00:34:54,iPhone,"9.7054015,-100.848356"
U000777,T0003316,2025-08-27 18:53:45,,"59.192435,20.960778"
U000350,T0003317,2025-03-27 14:09:56,Web,
U000775,T0003318,2022-12-27 15:16:38,,
U000531,T0003319,2023-07-04 18:34:42,Android,"12.7992805,53.770189"
U000847,T0003320,2023-12-19 20:47:00,iPhone,
U000992,T0003321,2023-04-21 03:12:28,,"5.7446795,-30.571585"
U000484,T0003322,2024-07-19 07:32:14,Windows,"-6.214420,161.334451"
U000120,T0003323,2023-05-11 13:40:13,iPad,"-83.326829,164.545942"
U000250,T0003324,2024-06-11 05:36:03,Android,
U000358,T0003325,2025-02-18 02:34:38,iPhone,"-34.1263905,58.935759"
U000251,T0003326,2025-04-24 15:05:41,Windows,"31.3333325,22.159581"
U000835,T0003327,2023-03-03 19:52:55,iPhone,
U000308,T0003328,2024-05-01 14:31:25,iPad,
U000071,T0003329,2025-07-16 20:48:48,Mac,"-58.638355,5.721267"
U000585,T0003330,2024-02-23 02:10:31,iPad,
U000720,T0003331,2025-05-01 18:20:24,iPhone,
U000743,T0003332,2022-02-01 07:08:22,,"-52.5987985,75.152291"
U000069,T0003333,2024-01-09 23:43:41,Android,
U000824,T0003334,2023-07-09 18:10:34,Android,"43.9203135,68.988731"
U000631,T0003335,2025-02-23 03:46:00,Windows,"23.407617,171.793332"
U000448,T0003336,2024-04-17 17:33:19,Android,
U000308,T0003337,2024-02-28 20:44:02,Web,"82.3397095,57.157787"
U000520,T0003338,2024-11-28 07:56:43,iPhone,"-41.690587,-157.614424"
U000199,T0003339,2022-06-17 12:45:26,iPad,"48.479168,139.135744"
U000579,T0003340,2025-02-04 11:23:30,,
U000804,T0003341,2022-02-07 12:27:16,,
U000302,T0003342,2025-03-04 22:34:18,,"15.976660,136.390926"
U000079,T0003343,2024-04-10 19:00:10,,"-34.6915265,139.277156"
U000269,T0003344,2022-02-13 18:39:37,Windows,"8.8466435,55.421127"
U000052,T0003345,2023-11-29 12:03:20,Windows,
U000062,T0003346,2024-07-23 01:13:01,Windows,
U000896,T0003347,2022-03-02 11:27:46,,
U000741,T0003348,2024-04-06 17:53:01,Mac,
U000996,T0003349,2024-08-02 19:21:33,iPhone,
U000800,T0003350,2023-01-18 23:41:37,Windows,"-82.892761,95.286607"
U000963,T0003351,2023-04-24 17:43:04,iPad,
U000771,T0003352,2025-08-13 21:47:04,,"8.308753,-87.744389"
U000036,T0003353,2023-07-15 09:45:44,iPhone,
U000032,T0003354,2024-01-14 16:18:56,,"-55.359043,-97.081769"
U000714,T0003355,2023-05-23 21:48:59,,"45.010344,45.015469"
U000122,T0003356,2023-06-08 11:19:58,Web,
U000001,T0003357,2022-12-10 12:16:42,iPad,
U000754,T0003358,2025-09-13 17:19:24,iPhone,"37.9996745,102.338173"
U000589,T0003359,2022-04-06 09:52:00,Windows,"-1.084084,55.792431"
U000134,T0003360,2023-01-30 18:16:54,Windows,
U000111,T0003361,2022-06-14 07:04:33,,"46.369464,171.763258"
U000241,T0003362,2022-09-16 17:47:39,iPhone,
U000978,T0003363,2022-11-27 21:24:33,Android,
U000378,T0003364,2025-11-22 19:04:02,Web,"84.8225325,-107.560613"
U000408,T0003365,2025-08-13 00:15:57,,"25.4293115,118.696941"
U000431,T0003366,2022-11-04 00:51:13,,
U000760,T0003367,2022-02-08 14:16:03,Mac,
U000307,T0003368,2023-10-13 06:29:54,Android,"-58.1950855,41.135496"
U000505,T0003369,2022-09-06 07:17:39,iPhone,
U000035,T0003370,2024-10-18 21:04:34,Web,
U000646,T0003371,2025-08-05 13:16:19,iPhone,
U000790,T0003372,2023-01-08 11:43:52,iPad,"18.392674,177.329039"
U000694,T0003373,2024-05-07 09:27:13,Mac,"-9.040659,33.498878"
U000663,T0003374,2022-03-20 15:08:23,Mac,
U000611,T0003375,2021-12-28 23:23:29,Web,
U000718,T0003376,2025-10-03 01:38:36,Web,
U000584,T0003377,2023-07-28 15:48:44,Android,
U000914,T0003378,2021-12-03 18:57:12,iPad,"-31.803224,41.487046"
U000801,T0003379,2025-06-04 13:43:10,iPhone,"-2.313253,8.828954"
U000379,T0003380,2025-10-02 00:45:06,,
U000711,T0003381,2023-01-16 06:30:59,iPad,
U000640,T0003382,2023-08-26 10:38:05,Web,
U000936,T0003383,2022-06-04 13:30:03,Windows,"36.213309,63.434996"
U000544,T0003384,2023-06-24 22:37:41,iPhone,
U000621,T0003385,2022-11-12 18:10:31,Mac,
U000528,T0003386,2022-03-20 05:24:23,Mac,"-5.8351965,-146.897990"
U000793,T0003387,2024-05-14 09:35:04,Mac,"1.282343,47.134461"
U000527,T0003388,2025-06-03 14:38:08,Mac,"29.7762845,54.284762"
U000047,T0003389,2022-06-13 21:21:21,,
U000212,T0003390,2023-06-26 20:16:20,Android,
U000810,T0003391,2023-08-24 03:45:51,Mac,"-23.2307165,64.577992"
U000364,T0003392,2025-11-03 02:45:09,iPhone,
U000971,T0003393,2024-04-29 20:42:22,Android,
U000708,T0003394,2025-03-15 05:51:10,,
U000567,T0003395,2025-02-13 14:13:25,,"-55.797000,16.594766"
U000077,T0003396,2024-12-13 14:40:42,iPhone,
U000528,T0003397,2024-05-19 10:46:46,Web,"-62.198610,-45.710664"
U000871,T0003398,2025-05-09 06:44:04,Windows,
U000257,T0003399,2025-09-25 02:55:04,iPhone,
U000292,T0003400,2023-03-12 16:27:41,Android,
U000717,T0003401,2025-05-21 18:16:18,Android,
U000081,T0003402,2025-10-31 14:59:52,iPhone,"-23.1000495,86.824834"
U000734,T0003403,2025-11-15 19:17:00,Windows,"-78.3883545,25.261294"
U000063,T0003404,2025-01-22 16:00:31,,"6.267519,87.377015"
U000678,T0003405,2023-07-20 00:14:28,,
U000111,T0003406,2023-11-29 01:17:47,iPad,
U000528,T0003407,2025-11-23 11:57:55,Android,
U000614,T0003408,2022-12-05 18:35:21,Web,"24.0364165,98.858531"
U000694,T0003409,2023-01-01 02:55:56,iPhone,
U000807,T0003410,2024-07-19 21:21:51,Windows,"-81.826644,78.260864"
U000939,T0003411,2023-01-24 04:23:14,,
U000727,T0003412,2025-01-11 19:11:03,Windows,
U000594,T0003413,2022-09-29 02:50:14,Web,"-27.637774,-82.178217"
U000400,T0003414,2022-12-14 10:05:34,Android,
U000663,T0003415,2024-10-25 04:12:34,Android,
U000301,T0003416,2024-09-17 19:48:43,Web,
U000822,T0003417,2025-08-23 15:22:36,Windows,
U000659,T0003418,2024-09-07 16:11:20,,"-13.1632955,58.021274"
U000881,T0003419,2022-08-02 05:02:27,Windows,
U000377,T0003420,2024-04-15 05:18:18,,"62.974810,37.334053"
U000994,T0003421,2023-05-12 03:31:08,Mac,"20.0264175,-12.285388"
U000237,T0003422,2024-05-06 21:39:58,Web,"-67.9251155,92.063292"
U000088,T0003423,2022-03-25 16:47:57,,"-12.211619,89.074681"
U000294,T0003424,2025-07-19 07:58:43,iPhone,"3.879922,-161.109594"
U000382,T0003425,2023-01-15 22:38:17,Web,"-89.961908,-16.870132"
U000587,T0003426,2022-02-22 19:28:01,Windows,"60.600028,105.818543"
U000345,T0003427,2024-03-31 20:23:26,,
U000999,T0003428,2024-02-14 07:58:08,Android,"-28.067746,-21.498187"
U000642,T0003429,2022-01-22 19:28:21,Android,
U000565,T0003430,2022-07-15 03:08:36,Web,"41.5883355,33.364595"
U000659,T0003431,2021-12-08 20:39:25,Mac,"-55.147202,33.819827"
U000024,T0003432,2023-01-15 05:20:28,Mac,
U000177,T0003433,2023-10-06 18:18:13,iPhone,"-8.3289235,-62.452589"
U000270,T0003434,2024-06-03 14:13:44,,
U000503,T0003435,2022-06-16 11:26:42,iPhone,"-60.0155625,116.874000"
U000298,T0003436,2024-08-31 11:08:41,iPad,
U000063,T0003437,2022-04-19 12:46:42,,
U000016,T0003438,2022-03-23 08:31:13,,
U000310,T0003439,2025-09-09 21:14:57,Android,
U000658,T0003440,2025-11-28 15:27:48,Windows,
U000344,T0003441,2024-02-28 23:44:06,Mac,
U000490,T0003442,2022-07-17 04:21:57,iPhone,"-86.445421,-147.974962"
U000055,T0003443,2023-09-29 19:22:42,Mac,
U000667,T0003444,2025-05-31 00:13:40,Mac,"-40.192522,-119.733772"
U000461,T0003445,2023-06-02 17:10:10,Web,
U000664,T0003446,2024-02-16 19:14:17,iPhone,
U000875,T0003447,2024-09-03 02:52:09,iPad,"-2.1607125,59.922846"
U000390,T0003448,2022-04-06 03:46:31,Windows,
U000223,T0003449,2025-05-24 23:28:13,,
U000933,T0003450,2022-08-25 00:12:23,,"-45.751414,41.340447"
U000049,T0003451,2022-01-15 16:56:23,Web,"3.0362305,-65.751077"
U000098,T0003452,2022-06-12 16:21:43,,"-55.2688325,-87.995207"
U000496,T0003453,2025-09-28 23:26:42,iPhone,"-19.288050,59.467041"
U000980,T0003454,2022-05-24 09:14:43,Mac,"3.641600,12.971413"
U000735,T0003455,2024-04-13 10:30:22,Android,
U000238,T0003456,2024-04-15 09:38:05,iPad,"33.756677,-65.936584"
U000442,T0003457,2023-09-06 09:50:40,Windows,"-7.1992485,-146.489546"
U000483,T0003458,2025-03-11 20:44:02,Web,"-49.723842,-76.757972"
U000499,T0003459,2024-09-08 22:07:27,,
U000540,T0003460,2022-08-25 04:15:37,,
U000121,T0003461,2025-06-30 20:17:58,Mac,"-74.842416,18.538533"
U000597,T0003462,2024-09-30 15:32:01,,
U000663,T0003463,2023-01-30 10:19:04,Mac,
U000309,T0003464,2022-12-29 03:13:35,,
U000861,T0003465,2025-11-07 00:28:28,Mac,"5.5430835,39.377036"
U000729,T0003466,2024-10-05 15:10:57,Mac,"27.7336255,83.180269"
U000832,T0003467,2025-02-24 19:12:21,Windows,"-87.940452,175.439951"
U000027,T0003468,2022-06-12 14:48:11,iPhone,
U000643,T0003469,2025-10-27 03:49:15,,"-58.5737875,94.659885"
U000510,T0003470,2023-02-13 05:10:10,,
U000751,T0003471,2022-06-18 15:57:03,Web,"65.5265625,-129.364745"
U000175,T0003472,2024-08-13 12:15:25,Android,
U000416,T0003473,2022-04-08 03:33:07,iPhone,
U000407,T0003474,2024-08-08 14:40:02,Windows,
U000537,T0003475,2024-10-27 22:23:48,,
U000502,T0003476,2025-05-13 08:25:29,Windows,
U000475,T0003477,2024-12-09 03:17:40,iPad,
U000299,T0003478,2022-10-26 21:24:37,Android,
U000249,T0003479,2025-09-08 02:50:21,Windows,
U000823,T0003480,2024-01-02 14:49:31,iPhone,
U000876,T0003481,2022-09-29 13:46:00,Android,"-48.2549715,117.182963"
U000786,T0003482,2023-05-04 01:32:44,Web,
U000468,T0003483,2023-05-09 15:34:15,iPhone,"-52.204547,-141.544256"
U000737,T0003484,2025-09-26 07:50:06,,"-40.624221,-67.662582"
U000853,T0003485,2025-10-30 13:50:34,Windows,
U000028,T0003486,2022-01-15 20:20:49,iPhone,
U000951,T0003487,2023-03-24 04:24:30,Android,
U000602,T0003488,2023-11-16 09:04:16,,"32.0102255,-73.983474"
U000568,T0003489,2022-07-23 17:54:27,iPad,"-3.8197415,-26.824774"
U000376,T0003490,2025-03-28 06:11:49,Windows,"40.7148975,-7.189848"
U000872,T0003491,2024-04-16 09:39:46,iPad,
U000364,T0003492,2022-12-21 05:46:12,Android,"-33.4628605,-44.627279"
U000935,T0003493,2024-06-23 13:51:45,,"15.4500025,-145.152458"
U000449,T0003494,2025-01-24 23:33:50,Mac,"88.034695,-10.987428"
U000025,T0003495,2023-03-10 07:08:25,,
U000300,T0003496,2024-08-16 16:08:10,iPad,
U000349,T0003497,2025-07-07 08:47:35,,
U000704,T0003498,2022-02-25 06:30:58,,
U000049,T0003499,2023-11-25 23:59:58,iPad,"9.1101665,-66.599920"
U000383,T0003500,2024-01-19 22:24:23,,"62.0553975,-37.714216"
U000998,T0003501,2025-05-01 11:39:02,,"-18.2935925,133.265614"
U000860,T0003502,2022-12-30 16:34:40,,"1.005456,-3.726945"
U000433,T0003503,2023-10-21 19:27:24,iPhone,
U000933,T0003504,2025-09-25 20:34:33,Windows,"-27.454572,-1.077771"
U000938,T0003505,2025-04-19 00:45:32,Web,
U000223,T0003506,2022-08-06 23:52:21,,"26.043679,9.085050"
U000820,T0003507,2023-10-12 01:09:00,,"55.0207365,108.032600"
U000551,T0003508,2022-11-21 11:35:03,,
U000971,T0003509,2025-10-31 14:39:51,Android,
U000857,T0003510,2025-04-16 23:19:11,Windows,"11.1223775,49.995651"
U000128,T0003511,2022-09-16 02:16:56,iPad,"-6.521275,21.718765"
U000591,T0003512,2024-06-30 13:58:41,Web,"52.2164195,134.841320"
U000083,T0003513,2024-09-10 05:51:34,Windows,"44.761719,-97.767400"
U000183,T0003514,2023-05-18 10:07:10,,
U000223,T0003515,2023-10-30 13:57:15,,"-30.5498665,129.847144"
U000469,T0003516,2024-05-17 19:23:01,,
U000633,T0003517,2024-12-04 20:32:17,Mac,"-4.501475,96.261999"
U000581,T0003518,2025-07-05 02:58:48,,
U000169,T0003519,2024-10-03 16:44:08,iPad,
U000402,T0003520,2024-08-24 11:06:26,Windows,"37.2805885,-132.959313"
U000543,T0003521,2024-12-11 00:30:29,Android,"37.660428,174.098037"
U000529,T0003522,2022-01-24 01:46:27,,
U000034,T0003523,2023-10-23 13:45:38,Android,"38.0568475,-59.505040"
U000968,T0003524,2024-10-09 12:57:17,Android,
U000152,T0003525,2023-10-14 04:11:49,iPad,
U000815,T0003526,2022-05-22 08:44:46,iPhone,
U000192,T0003527,2022-01-13 10:13:52,Mac,"-22.827641,-86.163521"
U000257,T0003528,2024-06-24 04:04:36,Web,"-60.962574,171.170458"
U000731,T0003529,2022-05-05 16:00:27,,
U000376,T0003530,2022-10-09 03:49:04,Web,
U000202,T0003531,2025-04-14 22:13:53,Mac,
U000910,T0003532,2025-04-21 00:35:15,Windows,
U000628,T0003533,2021-12-20 19:29:05,iPhone,
U000075,T0003534,2024-12-15 07:23:35,,"25.782516,-95.507046"
U000678,T0003535,2024-03-08 18:44:44,Windows,"-75.8702945,-97.349735"
U000085,T0003536,2025-11-13 02:18:42,iPhone,"50.0058545,150.774787"
U000502,T0003537,2023-08-26 05:35:50,iPhone,
U000470,T0003538,2024-09-19 02:08:22,iPhone,
U000424,T0003539,2022-12-09 08:18:55,Android,
U000192,T0003540,2021-12-16 22:49:00,Web,
U000334,T0003541,2024-04-21 15:48:19,iPad,
U000919,T0003542,2023-03-30 02:05:03,iPhone,
U000934,T0003543,2023-08-08 08:59:11,iPad,"-6.1480545,77.122504"
U000191,T0003544,2021-12-24 14:41:04,iPad,"54.4402025,128.202980"
U000079,T0003545,2025-07-17 22:32:12,Mac,
U000618,T0003546,2021-12-25 11:10:23,Windows,
U000596,T0003547,2024-07-14 03:47:39,,"-62.3457915,-68.521388"
U000782,T0003548,2023-05-04 20:40:57,,"65.503237,17.188076"
U000947,T0003549,2025-06-24 19:26:20,Mac,
U000339,T0003550,2022-05-29 16:56:25,iPad,"-71.305407,78.172442"
U000502,T0003551,2024-03-15 03:46:55,Windows,
U000265,T0003552,2024-08-30 05:21:27,Web,"68.9711245,-23.705282"
U000533,T0003553,2022-10-12 02:27:43,,
U000241,T0003554,2024-05-29 23:12:56,Web,
U000834,T0003555,2025-02-21 15:21:33,iPad,"-74.5286745,139.796945"
U000651,T0003556,2024-05-07 18:44:24,,"-53.618629,-10.636108"
U000873,T0003557,2023-02-07 10:23:18,Mac,
